"PROPERTYZIP.x","SALEYEAR","emmean","SE","df","lower.CL","upper.CL","adjusted_price"
15236,2018,501.749024410932,40.9280105146552,140620,421.530907378508,581.967141443355,251752.083497322
15237,2018,523.891762749377,40.9141666603248,140620,443.700779406397,604.082746092357,274462.57907665
15238,2018,559.444357929961,40.9391798025885,140620,479.204349307027,639.684366552895,312977.989619666
15239,2018,476.132051740699,40.947136406486,140620,395.876448326457,556.387655154941,226701.730694808
15241,2018,523.156167740639,40.9471692022462,140620,442.900500047335,603.411835433943,273692.375845071
15243,2018,553.535057306562,40.9585210746454,140620,473.257140160689,633.812974452434,306401.059667378
15201,2019,616.264680630213,40.9617301801315,140620,535.980473699027,696.548887561399,379782.156592259
15202,2019,514.991904710706,40.9468471651994,140620,434.736868203848,595.246941217564,265216.661917561
15203,2019,604.544790047953,40.9918400168124,140620,524.201568413332,684.888011682574,365474.403174124
15204,2019,436.551359669346,40.9843913314225,140620,356.222737315483,516.87998202321,190577.089629155
15205,2019,502.4695113984,40.9416110169936,140620,422.224737641778,582.714285155021,252475.609884946
15206,2019,573.441115680078,40.9510833585839,140620,493.177776315289,653.704455044867,328834.713152412
15207,2019,496.158979589332,40.9700478415731,140620,415.858470200964,576.459488977701,246173.733027128
15208,2019,542.3604038548,41.0046729336003,140620,461.992029948964,622.728777760636,294154.807669542
15209,2019,511.979380542397,40.9647602748572,140620,431.68923468356,592.269526401234,262122.886100577
15210,2019,440.463476407511,40.9429457490063,140620,360.216086601698,520.710866213324,194008.07404899
15211,2019,552.543951146173,40.9753175359873,140620,472.233113257642,632.854789034703,305304.817948224
15212,2019,502.909372857028,40.9381849992062,140620,422.671314029677,583.147431684378,252917.837307449
15213,2019,614.234114323251,40.977229906424,140620,533.919528225278,694.548700421225,377283.547198469
15214,2019,470.84081246426,40.9618887328197,140620,390.55629477284,551.12533015568,221691.070682004
15215,2019,575.817097232366,40.9629821605986,140620,495.530436443434,656.103758021299,331565.329465108
15216,2019,534.719914026951,40.946724261608,140620,454.465118408779,614.974709645123,285925.38645699
15217,2019,659.185757476961,40.9486215837128,140620,578.927243143789,739.444271810134,434525.862860475
15218,2019,534.994068935794,40.9513650101158,140620,454.730177539395,615.257960332193,286218.653796477
15219,2019,492.824589538959,41.0034520880608,140620,412.458608467007,573.190570610911,242876.076054243
15220,2019,493.732522864506,40.9526861043428,140620,413.466042148715,573.999003580297,243771.80413415
15221,2019,465.033724132119,40.9299171172889,140620,384.811870195036,545.255578069202,216256.364580188
15222,2019,633.565031201416,41.3610801614545,140620,552.498105952485,714.631956450347,401404.648761251
15223,2019,512.46009589075,41.0085325445439,140620,432.084157221358,592.836034560143,262615.349880357
15224,2019,598.47417943159,40.9972452485396,140620,518.120363646268,678.827995216912,358171.343446315
15226,2019,509.849439923325,40.9555790238975,140620,429.577289140592,590.121590706058,259946.451390128
15227,2019,490.225009674984,40.9313135041189,140620,410.000418846448,570.44960050352,240320.560110838
15228,2019,593.245619052781,40.9575461960309,140620,512.969612650329,673.521625455234,351940.364525318
15229,2019,538.788707672775,40.9539014715105,140620,458.519844860604,619.057570484947,290293.271515699
15232,2019,712.119921280473,41.0085077423018,140620,631.744031223,792.495811337945,507114.782284506
15233,2019,515.955918911699,41.2224544244267,140620,435.16069745332,596.751140370077,266210.510260015
15234,2019,516.647705647631,40.9516099281423,140620,436.383334216589,596.912077078673,266924.851750961
15235,2019,432.511277134529,40.9157071172953,140620,352.317274525379,512.705279743678,187066.004848541
15236,2019,506.938261093356,40.9278353842233,140620,426.720487313226,587.156034873486,256986.400560356
15237,2019,529.080999431802,40.9138882201704,140620,448.890561826194,609.27143703741,279926.703959754
15238,2019,564.633594612386,40.9390403966808,140620,484.393859222362,644.873330002409,318811.096164904
15239,2019,481.321288423124,40.946574412412,140620,401.066786506507,561.57579033974,231670.182689296
15241,2019,528.345404423063,40.9469756555688,140620,448.090116077541,608.600692768585,279148.86637497
