"PROPERTYZIP.x","SALEYEAR","emmean","SE","df","lower.CL","upper.CL","adjusted_price"
15243,2019,558.724293988986,40.9579535005026,140620,478.447489277567,639.001098700405,312172.836693491
15201,2020,633.170396301279,40.964070695659,140620,552.881602004468,713.459190598089,400904.750752318
15202,2020,531.897620381771,40.9495368219985,140620,451.637312199081,612.157928564461,282915.078567791
15203,2020,621.450505719019,40.9941123573084,140620,541.10283034053,701.798181097507,386200.731058424
15204,2020,453.457075340412,40.9871758419996,140620,373.122995399127,533.791155281696,205623.31917628
15205,2020,519.375227069465,40.9443975753673,140620,439.12499171178,599.62546242715,269750.626493459
15206,2020,590.346831351144,40.9534792061685,140620,510.078796170958,670.614866531329,348509.381286336
15207,2020,513.064695260398,40.9723405338166,140620,432.759692239127,593.369698281669,263235.381522645
15208,2020,559.266119525865,41.0075329654572,140620,478.892140012346,639.640099039385,312778.59244952
15209,2020,528.885096213463,40.9674075639612,140620,448.589761718665,609.18043070826,279719.444996724
15210,2020,457.369192078576,40.9453966153505,140620,377.116998621651,537.621385535502,209186.57786261
15211,2020,569.449666817238,40.9783379268329,140620,489.132909020477,649.766424614,324272.923038264
15212,2020,519.815088528093,40.9408814636472,140620,439.571744682063,600.058432374124,270207.72626147
15213,2020,631.139829994317,40.9796122377864,140620,550.820574572483,711.459085416151,398337.485005255
15214,2020,487.746528135326,40.964468073284,140620,407.456954985978,568.036101284673,237896.675708064
15215,2020,592.722812903432,40.9653552055809,140620,512.431500991767,673.014124815097,351320.332936157
15216,2020,551.625629698016,40.9490340658843,140620,471.366306907685,631.884952488348,304290.835339733
15217,2020,676.091473148027,40.9512338762589,140620,595.827838771477,756.355107524577,457099.680063469
15218,2020,551.89978460686,40.953958216794,140620,471.630810575019,632.168758638701,304593.372249098
15219,2020,509.730305210024,41.006382037786,140620,429.358581492706,590.102028927343,259824.984049505
15220,2020,510.638238535572,40.9551716941153,140620,430.366886111414,590.90959095973,260751.410654711
15221,2020,481.939439803185,40.9320910078175,140620,401.713325082285,562.165554524084,232265.623637808
15222,2020,650.470746872482,41.3633956846872,140620,569.399283242346,731.542210502617,423112.192536844
15223,2020,529.365811561816,41.011365233062,140620,448.984320877161,609.747302246471,280228.1624505
15224,2020,615.379895102656,40.9999676474809,140620,535.02074346753,695.739046737782,378692.415296556
15226,2020,526.75515559439,40.9582142130341,140620,446.477839891401,607.03247129738,277470.99394527
15227,2020,507.130725346049,40.9336206807978,140620,426.901612495394,587.359838196705,257181.57259001
15228,2020,610.151334723847,40.9600387751367,140620,529.870442914068,690.432226533626,372284.651265292
15229,2020,555.694423343841,40.9562938557479,140620,475.420871504367,635.967975183315,308796.292135444
15232,2020,729.025636951538,41.0110197970579,140620,648.644823314837,809.406450588239,531478.379332596
15233,2020,532.861634582764,41.2251699217712,140620,452.06109080158,613.662178363949,283941.521610216
15234,2020,533.553421318697,40.9539093906709,140620,453.284542985123,613.822299652271,284679.253400887
15235,2020,449.416992805594,40.9179100300424,140620,369.218672529636,529.615313081553,201975.633422424
15236,2020,523.843976764422,40.9302369480274,140620,443.621495965214,604.066457563629,274412.511992364
15237,2020,545.986715102867,40.9163090980253,140620,465.791532623012,626.181897582723,298101.49306882
15238,2020,581.539310283451,40.9413780798853,140620,501.294993079102,661.7836274878,338187.969404952
15239,2020,498.227004094189,40.9492269641324,140620,417.967303226984,578.486704961394,248230.147608671
15241,2020,545.251120094129,40.9493555593486,140620,464.991167182762,625.511073005496,297298.783963902
15243,2020,575.630009660052,40.9603981569486,140620,495.348413468802,655.911605851301,331349.908021231
15201,2021,661.051276050572,40.9571487952,140620,580.77604854614,741.326503555004,436988.789568089
15202,2021,559.778500131065,40.9423713789614,140620,479.532236079543,640.024764182586,313351.969208984
15203,2021,649.331385468312,40.9865896513231,140620,568.998454449531,729.664316487093,421631.248154197
15204,2021,481.337955089705,40.980126378734,140620,401.017691961457,561.658218217953,231686.227009939
15205,2021,547.256106818758,40.9370881937724,140620,467.02019770906,627.492015928457,299489.246450424
15206,2021,618.227711100437,40.9460443647252,140620,537.974248067138,698.481174133735,382205.502772485
15207,2021,540.945575009691,40.9651445375192,140620,460.654676003394,621.236474015989,292622.115122566
15208,2021,587.146999275159,40.9999962733639,140620,506.78779153385,667.506207016467,344741.598757823
15209,2021,556.765975962756,40.960269831157,140620,476.484631287601,637.047320637911,309988.35198976
15210,2021,485.25007182787,40.93796569269,140620,405.012442837092,565.487700818647,235467.632208953
15211,2021,597.330546566532,40.970847375301,140620,517.028470107364,677.632623025699,356803.781861471
15212,2021,547.695968277387,40.9335814815048,140620,467.466932256595,627.925004298178,299970.873667304
15213,2021,659.02070974361,40.9724608506735,140620,578.715470903603,739.325948583617,434308.295870972
15214,2021,515.627407884619,40.9569618485398,140620,435.352546792062,595.902268977176,265871.623761811
15215,2021,620.603692652725,40.9583055684499,140620,540.32619789487,700.88118741058,385148.943334198
15216,2021,579.50650944731,40.9419535514145,140620,499.261064329781,659.751954564839,335827.794491805
15217,2021,703.97235289732,40.9438007841286,140620,623.723287239037,784.221418555603,495577.073643789
15218,2021,579.780664356153,40.9466687621144,140620,499.525977515926,660.03535119638,336145.618761262
15219,2021,537.611184959318,40.9989909782649,140620,457.253947577157,617.968422341479,289025.786193362
15220,2021,538.519118284865,40.9480583083229,140620,458.261707960672,618.776528609057,290002.840758308
15221,2021,509.820319552478,40.9249119329011,140620,429.608275680969,590.032363423986,259916.758228591
15222,2021,678.351626621775,41.3556043721075,140620,597.295433815129,759.407819428421,460160.929340408
15223,2021,557.246691311109,41.0042333116093,140620,476.879179055959,637.614203566259,310523.874977179
15224,2021,643.260774851949,40.9927995270664,140620,562.9156725956,723.605877108298,413784.42446313
15226,2021,554.636035343684,40.9508286436562,140620,474.373195215277,634.898875472091,307621.13170176
15227,2021,535.011605095343,40.9263752355147,140620,454.796693178727,615.226517011959,286237.417586695
15228,2021,638.03221447314,40.952963508977,140620,557.765190049577,718.299238896704,407085.106705499
15229,2021,583.575303093134,40.9492227060241,140620,503.31561057174,663.834995614528,340560.134380243
15232,2021,756.906516700831,41.0031630502133,140620,676.541102137527,837.271931264136,572907.475024186
15233,2021,560.742514332058,41.2182961644584,140620,479.955442983606,641.529585680509,314432.167379438
15234,2021,561.43430106799,40.9469429316277,140620,481.179076860766,641.689525275214,315208.474415703
15235,2021,477.297872554887,40.9106459856737,140620,397.11378966682,557.481955442955,227813.259145422
15236,2021,551.724856513715,40.922661152299,140620,471.517224129095,631.932488898335,304400.317295079
15237,2021,573.867594852161,40.9092354377534,140620,493.686276611011,654.04891309331,329324.016421404
15238,2021,609.420190032744,40.9343242838995,140620,529.189698133481,689.650681932008,371392.968019546
15239,2021,526.107883843482,40.9420389908161,140620,445.862271266362,606.353496420603,276789.505442267
15241,2021,573.131999843422,40.941881801328,140620,492.886695354689,653.377304332155,328480.28924452
15243,2021,603.510889409345,40.9530755422922,140620,523.243645402629,683.778133416061,364225.393635659
15201,2022,676.110537147805,40.9599330703769,140620,595.829852517332,756.391221778278,457125.458442294
15202,2022,574.837761228298,40.9455608916302,140620,494.585245793009,655.090276663586,330438.451733962
15203,2022,664.390646565545,40.9900313448741,140620,584.050969893296,744.730323237794,441414.931243783
15204,2022,496.397216186938,40.9829955250728,140620,416.071329586797,576.723102787079,246410.196238142
15205,2022,562.315367915992,40.9399970848137,140620,482.073757435543,642.55697839644,316198.572994497
15206,2022,633.28697219767,40.9491711191396,140620,553.027380785582,713.546563609758,401052.389155293
15207,2022,556.004836106925,40.9680502797311,140620,475.708241901523,636.301430312326,309141.377774288
15208,2022,602.206260372392,41.0026209843699,140620,521.841908247762,682.570612497021,362652.380031701
15209,2022,571.825237059989,40.963016433365,140620,491.538509097091,652.111965022887,326984.101738713
15210,2022,500.309332925103,40.9409896291897,140620,420.06577707668,580.552888773526,250309.428611961
15211,2022,612.389807663765,40.9740598520119,140620,532.081434811748,692.698180515782,375021.276530463
15212,2022,562.75522937462,40.9364381735859,140620,482.520594292042,642.989864457198,316693.448188481
15213,2022,674.079970840843,40.9749944150131,140620,593.769766263236,754.390175418451,454383.807088792
15214,2022,530.686668981852,40.960219228761,140620,450.405423486425,610.96791447728,281628.340635054
15215,2022,635.662953749958,40.9614730822364,140620,555.379250725724,715.946656774192,404067.390770122
15216,2022,594.565770544543,40.9450908165805,140620,514.314176447352,674.817364641734,353508.455503226
15217,2022,719.031613994553,40.9466144593336,140620,638.777033586737,799.28619440237,517006.461923613
15218,2022,594.839925453386,40.94993241876,140620,514.578841908617,675.101008998155,353834.53691339
15219,2022,552.670446056551,41.0010847191626,140620,472.309104982316,633.031787130786,305444.621944347
15220,2022,553.578379382098,40.9509038482858,140620,473.315391854057,633.841366910139,306449.02211931
15221,2022,524.879580649711,40.9276430590637,140620,444.662183823212,605.09697747621,275498.574183017
15222,2022,693.410887719008,41.3578204419968,140620,612.350351457806,774.47142398021,480818.659207263
15223,2022,572.305952408342,41.0070904994851,140620,491.932840119657,652.679064697028,327534.10316202
15224,2022,658.320035949182,40.9959625124771,140620,577.968734301985,738.67133759638,433385.269732133
15226,2022,569.695296440917,40.9536776533623,140620,489.426872308031,649.963720573803,324552.730786904
15227,2022,550.070866192576,40.9295924930622,140620,469.849648512762,630.29208387239,302577.957833851
15228,2022,653.091475570373,40.9559020595648,140620,572.818691643917,733.36425949683,426528.475462688
15229,2022,598.634564190367,40.9523813263509,140620,518.368680833605,678.900447547129,358363.341443391
15232,2022,771.965777798065,41.0062571881932,140620,691.594298783558,852.337256812572,595931.162091371
15233,2022,575.801775429291,41.2206639979582,140620,495.010063172513,656.593487686069,331547.684587523
15234,2022,576.493562165223,40.94973576037,140620,496.232864067134,656.754260263313,332344.827217948
15235,2022,492.357133652121,40.9138579143377,140620,412.166755445365,572.547511858877,242415.547058132
15236,2022,566.784117610948,40.926022041102,140620,486.569897948619,646.998337273277,321244.235976021
15237,2022,588.926855949394,40.9122662511522,140620,508.739597372009,669.114114526779,346834.841658438
15238,2022,624.479451129978,40.9375840305065,140620,544.242570189773,704.716332070183,389974.584883598
15239,2022,541.167144940716,40.94480782574,140620,460.916105500155,621.418184381277,292861.878763286
15241,2022,588.191260940655,40.94526689895,140620,507.939321725392,668.443200155919,345968.959446958
15243,2022,618.570150506578,40.9562726208769,140620,538.296640287045,698.843660726112,382629.031097731
15201,2023,684.990517150978,40.9630661146661,140620,604.70369181368,765.277342488275,469212.008586764
15202,2023,583.71774123147,40.9485420908134,140620,503.459382702858,663.976099760082,340726.401428369
15203,2023,673.270626568717,40.9934295663628,140620,592.92428944741,753.616963690025,453293.336600233
15204,2023,505.277196190111,40.9859519772836,140620,424.945515000238,585.608877379983,255305.04498974
15205,2023,571.195347919164,40.943442736802,140620,490.946984026786,651.443711811542,326264.125484495
15206,2023,642.166952200843,40.9522645403784,140620,561.90129774235,722.432606659335,412378.394498919
15207,2023,564.884816110097,40.9715714012445,140620,484.581320573942,645.188311646252,319094.855471738
15208,2023,611.086240375564,41.0057924737028,140620,530.715672192561,691.456808558567,373426.393176342
15209,2023,580.705217063162,40.9662125168838,140620,500.412224837756,660.998209288567,337218.549124374
15210,2023,509.189312928275,40.944032581848,140620,428.9397929509,589.43883290565,259273.756400369
15211,2023,621.269787666937,40.977061714374,140620,540.955531222162,701.584044111713,385976.149067721
15212,2023,571.635209377792,40.9396094444395,140620,491.394358665056,651.876060090529,326766.812600392
15213,2023,682.959950844016,40.9784960421551,140620,602.642883144249,763.277018543782,466434.29445686
15214,2023,539.566648985024,40.9634862903056,140620,459.279000111518,619.854297858531,291132.168696929
15215,2023,644.542933753131,40.964510047674,140620,564.253278334783,724.832589171479,415435.593451093
15216,2023,603.445750547715,40.9484741830753,140620,523.18752511697,683.70397597846,364146.773854095
15217,2023,727.911593997726,40.9499113553588,140620,647.65055173682,808.172636258632,529855.28867631
15218,2023,603.719905456559,40.9528942839858,140620,523.453016712653,683.986794200464,364477.724244476
15219,2023,561.550426059723,41.0050757612632,140620,481.18126261938,641.919589500066,315338.881007857
15220,2023,562.45835938527,40.9542000355466,140620,482.188911393304,642.727807377237,316359.40604237
15221,2023,533.759560652884,40.9310743840609,140620,453.535438495083,613.983682810684,284899.268588359
15222,2023,702.29086772218,41.3614795471436,140620,621.223159684945,783.358575759416,493212.462885973
15223,2023,581.185932411515,41.0103359901339,140620,500.806459023293,661.565405799736,337777.088033042
15224,2023,667.200015952355,40.9988851469345,140620,586.842985997575,747.557045907134,445155.861286822
15226,2023,578.575276444089,40.9570796930957,140620,498.300184378459,658.85036850972,334749.350512354
15227,2023,558.950846195748,40.9329607697955,140620,478.723026758023,639.178665633473,312426.048462943
15228,2023,661.971455573546,40.959037741118,140620,581.692525771279,742.250385375813,438206.207994159
15229,2023,607.51454419354,40.9558269134665,140620,527.241907551998,687.787180835082,369073.921406684
15232,2023,780.845757801237,41.0099914492449,140620,700.466959706562,861.224555895912,609720.097476188
15233,2023,584.681755432463,41.2246843110062,140620,503.882163439081,665.481347425846,341852.755135587
15234,2023,585.373542168396,40.9532645269931,140620,505.105927755284,665.641156581507,342662.183870775
15235,2023,501.237113655293,40.9170694745108,140620,421.040440852084,581.433786458502,251238.644105489
15236,2023,575.664097614121,40.9296939993636,140620,495.442680983899,655.885514244342,331389.15328188
15237,2023,597.806835952566,40.9155075511579,140620,517.613224489225,678.000447415907,357373.013111618
15238,2023,633.35943113315,40.9410524504717,140620,553.115752156217,713.603110110083,401144.169005307
15239,2023,550.047124943888,40.9483367252066,140620,469.789168927934,630.305080959842,302551.839659037
15241,2023,597.071240943828,40.9486712958708,140620,516.812629175777,677.329852711878,356494.066762202
15243,2023,627.450130509751,40.9595404467185,140620,547.170215414131,707.73004560537,393693.666276703
15201,2024,700.428898645916,40.9636769476835,140620,620.140876087599,780.716921204233,490600.642058331
15202,2024,599.156122726409,40.9497213213017,140620,518.895452928617,679.416792524201,358988.059400543
15203,2024,688.709008063656,40.9940928198046,140620,608.361370978301,769.056645149011,474320.097788025
15204,2024,520.715577685049,40.9871340689134,140620,440.381579618214,601.049575751885,271144.712843875
15205,2024,586.633729414103,40.9442786151381,140620,506.383727216189,666.883731612016,344139.132486299
15206,2024,657.605333695781,40.9529308532034,140620,577.338373276909,737.872294114653,432444.77490514
15207,2024,580.323197605035,40.9723690656205,140620,500.018138661975,660.628256548096,336775.013678533
15208,2024,626.524621870503,41.0069557379058,140620,546.151773711933,706.897470029073,392533.101809976
15209,2024,596.1435985581,40.9674052807228,140620,515.848268538406,676.438928577794,355387.190101801
15210,2024,524.627694423214,40.9451079963602,140620,444.376066653984,604.879322192444,275234.217755817
15211,2024,636.708169161876,40.9776332558887,140620,556.392792506674,717.023545817078,405397.292677468
15212,2024,587.073590872731,40.9405389320146,140620,506.830918382142,667.316263363319,344655.401100202
15213,2024,698.398332338954,40.9791885996765,140620,618.079907239705,778.716757438203,487760.230613832
15214,2024,555.005030479963,40.9643098550377,140620,474.715767435349,635.294293524577,308030.583858065
15215,2024,659.981315248069,40.9657778749945,140620,579.689174912446,740.273455583693,435575.336476571
15216,2024,618.884132042654,40.9493216626508,140620,538.624245568166,699.144018517142,383017.568894189
15217,2024,743.349975492664,40.9509314010337,140620,663.086933961765,823.613017023564,552569.186064945
15218,2024,619.158286951497,40.9539284118219,140620,538.889371336831,699.427202566163,383356.984300713
15219,2024,576.988807554662,41.0058317028265,140620,496.618162483327,657.359452625996,332916.084043351
15220,2024,577.896740880209,40.9551295882444,140620,497.625470982752,658.168010777666,333964.643119967
15221,2024,549.197942147822,40.9319011817897,140620,468.972199482303,629.423684813342,301618.379659403
15222,2024,717.729249217119,41.3625332446247,140620,636.659475952994,798.799022481244,515135.275181769
15223,2024,596.624313906453,41.0106405719896,140620,516.244243543626,677.004384269281,355960.571944346
15224,2024,682.638397447293,40.9995117621684,140620,602.280139338652,762.996655555934,465995.181669409
15226,2024,594.013657939028,40.9581578454999,140620,513.736452715326,674.290863162729,352852.225818104
15227,2024,574.389227690687,40.9337738261841,140620,494.159814678007,654.618640703367,329922.984887104
15228,2024,677.409837068484,40.9604082989678,140620,597.128220999071,757.691453137897,458884.08735715
15229,2024,622.952925688478,40.9567648444948,140620,542.678450720078,703.227400656879,388070.347623835
15232,2024,796.284139296176,41.0103220117222,140620,715.904693305374,876.663585286978,634068.430494651
15233,2024,600.120136927402,41.2252161454591,140620,519.319502548674,680.92077130613,360144.178745763
15234,2024,600.811923663334,40.9541943145194,140620,520.542486884472,681.081360442197,360974.967616036
15235,2024,516.675495150232,40.9182984904979,140620,436.476413499218,596.874576801246,266953.567288737
15236,2024,591.102479109059,40.9303170062785,140620,510.879841397212,671.325116820906,349402.140808876
15237,2024,613.245217447505,40.9166034889254,140620,533.049457967121,693.440976927888,376069.696722237
15238,2024,648.797812628089,40.9420602341484,140620,568.552158414444,729.043466841734,420938.601670992
15239,2024,565.485506438827,40.9492208524836,140620,485.225817550336,645.745195327317,319773.857992376
15241,2024,612.509622438766,40.9496985783329,140620,532.248997216758,692.770247660775,375168.03758008
15243,2024,642.888512004689,40.9604825186705,140620,562.60675046608,723.170273543299,413305.638867603
15201,2025,698.744374683944,41.0681082905856,140620,618.251668692901,779.237080674986,488243.701152455
15202,2025,597.471598764436,41.0552133233126,140620,517.004166662372,677.939030866501,356972.311330131
15203,2025,687.024484101683,41.0996530453955,140620,606.469950995145,767.579017208222,472002.641755184
15204,2025,519.031053723077,41.0930611751113,140620,438.489440556093,599.572666890061,269393.234728887
15205,2025,584.94920545213,41.0487666008733,140620,504.494408802622,665.404002101637,342165.572959078
15206,2025,655.920809733808,41.0581810405917,140620,575.447560962694,736.394058504922,430232.108641855
15207,2025,578.638673643063,41.0772709349905,140620,498.128009044408,659.149338241718,334822.714635403
15208,2025,624.84009790853,41.1111989618236,140620,544.262935026842,705.417260790218,390425.147954342
15209,2025,594.459074596127,41.0728464137307,140620,513.957081974433,674.961067217822,353381.591369684
15210,2025,522.943170461241,41.0501952662151,140620,442.485573655016,603.400767267466,273469.559532055
15211,2025,635.023645199903,41.0835323042124,140620,554.500708437449,715.546581962358,403255.029962973
15212,2025,585.389066910758,41.0453865128044,140620,504.940895169153,665.837238652363,342680.359658648
15213,2025,696.713808376982,41.0851863375685,140620,616.187629740816,777.239987013147,485410.130783158
15214,2025,553.32050651799,41.0690209935544,140620,472.826011646603,633.815001389378,306163.582933325
15215,2025,658.296791286097,41.0696301443291,140620,577.801102490853,738.79248008134,433354.665417571
15216,2025,617.199608080681,41.0540859221907,140620,536.734385663231,697.664830498131,380935.356214947
15217,2025,741.665451530692,41.056069881505,140620,661.196340590969,822.134562470414,550067.641994225
15218,2025,617.473762989525,41.0592566081852,140620,536.998406126519,697.94911985253,381273.847980444
15219,2025,575.304283592689,41.1110080382687,140620,494.727494917513,655.881072267865,330975.018720097
15220,2025,576.212216918236,41.0604304736672,140620,495.73455930136,656.689874535112,332020.518925829
15221,2025,547.51341818585,41.0377513289859,140620,467.080211258351,627.946625113348,299770.943093553
15222,2025,716.044725255146,41.4665395310461,140620,634.77110166086,797.318348849432,512720.048565718
15223,2025,594.939789944481,41.1141015864528,140620,514.356937974091,675.522641914871,353953.353659183
15224,2025,680.953873485321,41.104171941628,140620,600.390483428682,761.517263541959,463698.177814662
15226,2025,592.329133977055,41.0632789858145,140620,511.845893330906,672.812374623205,350853.802958008
15227,2025,572.704703728714,41.0386403513868,140620,492.269754334331,653.139653123098,327990.677672994
15228,2025,675.725313106512,41.064994715293,140620,595.238709663433,756.211916549591,456604.698772893
15229,2025,621.268401726506,41.0621487917193,140620,540.787376239145,701.749427213866,385974.426983807
15232,2025,794.599615334203,41.1166555835599,140620,714.01175757838,875.187473090026,631388.548689263
15233,2025,598.435612965429,41.3288318565787,140620,517.431893776654,679.439332154205,358125.182865309
15234,2025,599.127399701362,41.0585852584596,140620,518.653358670966,679.601440731758,358953.641072915
15235,2025,514.990971188259,41.0238499149589,140620,434.585010766108,595.39693161041,265215.700405426
15236,2025,589.417955147086,41.035788710955,140620,508.988594913354,669.847315380819,347413.525849773
15237,2025,611.560693485532,41.0219339911315,140620,531.158488237402,691.962898733662,374006.481816505
15238,2025,647.113288666116,41.0463710141289,140620,566.663187320763,727.563390011469,418755.608368276
15239,2025,563.800982476854,41.0537442923596,140620,483.336429647332,644.265535306376,317871.547841866
15241,2025,610.825098476794,41.0550805621622,140620,530.357926584042,691.292270369545,373107.300929185
15243,2025,641.203988042716,41.0659603288802,140620,560.715492015493,721.69248406994,411142.554281884
